1,Tennessee,SEC,18-3,+29.68,113.7,33,84.0,1,66.9,199,-.011,203,+5.11,59,106.6,73,101.5,54,+3.04,86
2,Houston,Amer,20-2,+29.20,118.4,7,89.2,5,63.0,345,+.016,144,+2.81,97,106.3,84,103.5,113,+0.30,161
3,UCLA,P12,17-4,+26.31,115.5,20,89.2,3,65.7,254,-.020,227,+7.94,18,108.7,18,100.7,31,+1.27,138
4,Purdue,B10,21-1,+26.30,119.3,4,93.0,17,63.8,322,+.032,108,+6.95,34,107.6,39,100.7,29,+1.31,137
5,Alabama,SEC,18-3,+25.10,115.3,23,90.2,6,73.7,2,+.083,45,+10.43,4,109.4,9,99.0,4,+9.27,7
6,Connecticut,BE,16-6,+24.68,117.3,11,92.6,14,67.4,164,-.082,331,+7.41,23,107.6,40,100.2,22,-0.27,181
7,Saint Mary's,WCC,19-4,+23.65,112.8,41,89.2,4,61.9,358,-.041,270,+3.97,80,107.4,47,103.5,111,+3.75,72
8,Marquette,BE,17-5,+23.11,121.7,1,98.6,69,68.8,94,-.077,327,+7.91,19,108.4,21,100.5,28,-0.62,192
9,Kansas,B12,17-4,+22.65,115.4,21,92.7,16,68.4,120,+.086,39,+11.96,1,110.1,4,98.1,2,+7.52,17
10,Texas,B12,17-4,+22.14,117.9,9,95.7,36,69.0,81,+.050,77,+7.21,28,107.5,46,100.2,23,-1.17,215
11,Creighton,BE,13-8,+21.87,115.8,17,93.9,21,68.2,124,-.133,356,+9.27,12,109.3,12,100.0,19,+5.29,42
12,Arizona,P12,19-3,+21.50,117.0,14,95.5,31,72.4,12,+.086,38,+7.65,21,107.2,53,99.6,9,+3.88,70
13,Virginia,ACC,16-3,+20.86,115.6,18,94.7,25,61.7,360,+.040,96,+5.32,54,107.5,43,102.2,70,+1.78,121
14,Baylor,B12,16-5,+20.45,120.0,2,99.5,78,67.1,179,+.060,63,+9.58,8,109.4,10,99.8,15,+1.67,125
15,TCU,B12,16-5,+20.30,112.5,48,92.2,13,70.0,46,-.020,225,+4.80,65,106.6,76,101.8,61,-6.52,337
16,Rutgers,B10,14-6,+20.16,107.0,121,86.8,2,65.3,280,-.068,319,+4.99,62,107.9,32,103.0,92,-7.03,345
17,Gonzaga,WCC,18-4,+19.63,119.2,5,99.6,79,70.3,36,+.069,54,+7.08,32,109.3,11,102.3,75,+9.28,6
18,Iowa St.,B12,15-5,+19.53,110.7,65,91.2,10,64.1,314,+.045,83,+8.97,15,110.3,3,101.3,46,-0.23,180
19,Indiana,B10,15-6,+19.47,116.0,16,96.5,45,68.6,105,-.006,191,+6.14,43,107.8,36,101.7,58,-4.32,304
20,West Virginia,B12,13-8,+18.92,115.3,22,96.4,42,68.2,125,-.089,340,+9.57,9,109.4,8,99.9,17,+2.26,108
21,Arkansas,SEC,14-7,+18.63,110.7,67,92.1,12,69.1,77,-.063,311,+6.54,37,107.8,35,101.3,45,+2.83,93
22,Xavier,BE,17-5,+18.56,119.0,6,100.4,95,71.7,20,+.032,109,+9.70,7,109.8,6,100.1,20,+4.70,54
23,Illinois,B10,15-6,+18.50,111.6,53,93.1,18,69.1,76,-.007,196,+6.06,47,106.8,67,100.7,30,-4.96,316
24,San Diego St.,MWC,17-4,+18.50,113.7,34,95.2,29,67.2,171,+.033,106,+6.87,35,108.2,25,101.3,48,+7.07,20
25,Kansas St.,B12,18-3,+18.40,113.5,36,95.1,27,69.0,83,+.093,25,+6.32,39,106.3,83,100.0,18,-1.73,236
26,Boise St.,MWC,17-5,+18.24,109.4,86,91.1,9,67.0,187,-.038,262,+4.24,75,106.9,60,102.7,86,+1.03,147
27,Ohio St.,B10,11-10,+18.14,118.0,8,99.8,87,66.7,207,-.167,363,+8.65,16,108.1,27,99.5,7,-2.18,253
